Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002036,Male,Yes,0,Graduate,No,"2,058","2,134",88,360,Unknown,Urban,Yes
LP002043,Female,No,1,Graduate,No,"3,541",-,112,360,Unknown,Semiurban,Yes
LP002050,Male,Yes,1,Graduate,Yes,"10,000",-,155,360,1,Rural,No
LP002051,Male,Yes,0,Graduate,No,"2,400","2,167",115,360,1,Semiurban,Yes
LP002053,Male,Yes,3,Graduate,No,"4,342",189,124,360,1,Semiurban,Yes
LP002054,Male,Yes,2,Not Graduate,No,"3,601","1,590",-,360,1,Rural,Yes
LP002055,Female,No,0,Graduate,No,"3,166","2,985",132,360,Unknown,Rural,Yes
LP002065,Male,Yes,3,Graduate,No,"15,000",-,300,360,1,Rural,Yes
LP002067,Male,Yes,1,Graduate,Yes,"8,666","4,983",376,360,0,Rural,No
LP002068,Male,No,0,Graduate,No,"4,917",-,130,360,0,Rural,Yes
LP002082,Male,Yes,0,Graduate,Yes,"5,818","2,160",184,360,1,Semiurban,Yes
LP002086,Female,Yes,0,Graduate,No,"4,333","2,451",110,360,1,Urban,No
LP002087,Female,No,0,Graduate,No,"2,500",-,67,360,1,Urban,Yes
LP002097,Male,No,1,Graduate,No,"4,384","1,793",117,360,1,Urban,Yes
LP002098,Male,No,0,Graduate,No,"2,935",-,98,360,1,Semiurban,Yes
LP002100,Male,No,Unknown,Graduate,No,"2,833",-,71,360,1,Urban,Yes
LP002101,Male,Yes,0,Graduate,Unknown,"63,337",-,490,180,1,Urban,Yes
LP002103,Unknown,Yes,1,Graduate,Yes,"9,833","1,833",182,180,1,Urban,Yes
LP002106,Male,Yes,Unknown,Graduate,Yes,"5,503","4,490",70,-,1,Semiurban,Yes
LP002110,Male,Yes,1,Graduate,Unknown,"5,250",688,160,360,1,Rural,Yes
LP002112,Male,Yes,2,Graduate,Yes,"2,500","4,600",176,360,1,Rural,Yes
LP002113,Female,No,3,Not Graduate,No,"1,830",-,-,360,0,Urban,No
LP002114,Female,No,0,Graduate,No,"4,160",-,71,360,1,Semiurban,Yes
LP002115,Male,Yes,3,Not Graduate,No,"2,647","1,587",173,360,1,Rural,No
LP002116,Female,No,0,Graduate,No,"2,378",-,46,360,1,Rural,No
LP002119,Male,Yes,1,Not Graduate,No,"4,554","1,229",158,360,1,Urban,Yes
LP002126,Male,Yes,3,Not Graduate,No,"3,173",-,74,360,1,Semiurban,Yes
LP002128,Male,Yes,2,Graduate,Unknown,"2,583","2,330",125,360,1,Rural,Yes
LP002129,Male,Yes,0,Graduate,No,"2,499","2,458",160,360,1,Semiurban,Yes
LP002130,Male,Yes,Unknown,Not Graduate,No,"3,523","3,230",152,360,0,Rural,No
LP002131,Male,Yes,2,Not Graduate,No,"3,083","2,168",126,360,1,Urban,Yes
LP002137,Male,Yes,0,Graduate,No,"6,333","4,583",259,360,Unknown,Semiurban,Yes
LP002138,Male,Yes,0,Graduate,No,"2,625","6,250",187,360,1,Rural,Yes
LP002139,Male,Yes,0,Graduate,No,"9,083",-,228,360,1,Semiurban,Yes
LP002140,Male,No,0,Graduate,No,"8,750","4,167",308,360,1,Rural,No
LP002141,Male,Yes,3,Graduate,No,"2,666","2,083",95,360,1,Rural,Yes
LP002142,Female,Yes,0,Graduate,Yes,"5,500",-,105,360,0,Rural,No
LP002143,Female,Yes,0,Graduate,No,"2,423",505,130,360,1,Semiurban,Yes
LP002144,Female,No,Unknown,Graduate,No,"3,813",-,116,180,1,Urban,Yes
LP002149,Male,Yes,2,Graduate,No,"8,333","3,167",165,360,1,Rural,Yes
LP002151,Male,Yes,1,Graduate,No,"3,875",-,67,360,1,Urban,No
LP002158,Male,Yes,0,Not Graduate,No,"3,000","1,666",100,480,0,Urban,No
LP002160,Male,Yes,3,Graduate,No,"5,167","3,167",200,360,1,Semiurban,Yes
LP002161,Female,No,1,Graduate,No,"4,723",-,81,360,1,Semiurban,No
LP002170,Male,Yes,2,Graduate,No,"5,000","3,667",236,360,1,Semiurban,Yes
LP002175,Male,Yes,0,Graduate,No,"4,750","2,333",130,360,1,Urban,Yes
LP002178,Male,Yes,0,Graduate,No,"3,013","3,033",95,300,Unknown,Urban,Yes
LP002180,Male,No,0,Graduate,Yes,"6,822",-,141,360,1,Rural,Yes
LP002181,Male,No,0,Not Graduate,No,"6,216",-,133,360,1,Rural,No
LP002187,Male,No,0,Graduate,No,"2,500",-,96,480,1,Semiurban,No
LP002188,Male,No,0,Graduate,No,"5,124",-,124,-,0,Rural,No
LP002190,Male,Yes,1,Graduate,No,"6,325",-,175,360,1,Semiurban,Yes
LP002191,Male,Yes,0,Graduate,No,"19,730","5,266",570,360,1,Rural,No
LP002194,Female,No,0,Graduate,Yes,"15,759",-,55,360,1,Semiurban,Yes
LP002197,Male,Yes,2,Graduate,No,"5,185",-,155,360,1,Semiurban,Yes
LP002201,Male,Yes,2,Graduate,Yes,"9,323","7,873",380,300,1,Rural,Yes
LP002205,Male,No,1,Graduate,No,"3,062","1,987",111,180,0,Urban,No
LP002209,Female,No,0,Graduate,Unknown,"2,764","1,459",110,360,1,Urban,Yes
LP002211,Male,Yes,0,Graduate,No,"4,817",923,120,180,1,Urban,Yes
LP002219,Male,Yes,3,Graduate,No,"8,750","4,996",130,360,1,Rural,Yes
LP002223,Male,Yes,0,Graduate,No,"4,310",-,130,360,Unknown,Semiurban,Yes
LP002224,Male,No,0,Graduate,No,"3,069",-,71,480,1,Urban,No
LP002225,Male,Yes,2,Graduate,No,"5,391",-,130,360,1,Urban,Yes
LP002226,Male,Yes,0,Graduate,Unknown,"3,333","2,500",128,360,1,Semiurban,Yes
LP002229,Male,No,0,Graduate,No,"5,941","4,232",296,360,1,Semiurban,Yes
LP002231,Female,No,0,Graduate,No,"6,000",-,156,360,1,Urban,Yes
LP002234,Male,No,0,Graduate,Yes,"7,167",-,128,360,1,Urban,Yes
LP002236,Male,Yes,2,Graduate,No,"4,566",-,100,360,1,Urban,No
LP002237,Male,No,1,Graduate,Unknown,"3,667",-,113,180,1,Urban,Yes
LP002239,Male,No,0,Not Graduate,No,"2,346","1,600",132,360,1,Semiurban,Yes
LP002243,Male,Yes,0,Not Graduate,No,"3,010","3,136",-,360,0,Urban,No
LP002244,Male,Yes,0,Graduate,No,"2,333","2,417",136,360,1,Urban,Yes
LP002250,Male,Yes,0,Graduate,No,"5,488",-,125,360,1,Rural,Yes
LP002255,Male,No,3,Graduate,No,"9,167",-,185,360,1,Rural,Yes
LP002262,Male,Yes,3,Graduate,No,"9,504",-,275,360,1,Rural,Yes
LP002263,Male,Yes,0,Graduate,No,"2,583","2,115",120,360,Unknown,Urban,Yes
LP002265,Male,Yes,2,Not Graduate,No,"1,993","1,625",113,180,1,Semiurban,Yes
LP002266,Male,Yes,2,Graduate,No,"3,100","1,400",113,360,1,Urban,Yes
LP002272,Male,Yes,2,Graduate,No,"3,276",484,135,360,Unknown,Semiurban,Yes
LP002277,Female,No,0,Graduate,No,"3,180",-,71,360,0,Urban,No
LP002281,Male,Yes,0,Graduate,No,"3,033","1,459",95,360,1,Urban,Yes
LP002284,Male,No,0,Not Graduate,No,"3,902","1,666",109,360,1,Rural,Yes
LP002287,Female,No,0,Graduate,No,"1,500","1,800",103,360,0,Semiurban,No
LP002288,Male,Yes,2,Not Graduate,No,"2,889",-,45,180,0,Urban,No
LP002296,Male,No,0,Not Graduate,No,"2,755",-,65,300,1,Rural,No
LP002297,Male,No,0,Graduate,No,"2,500","20,000",103,360,1,Semiurban,Yes
LP002300,Female,No,0,Not Graduate,No,"1,963",-,53,360,1,Semiurban,Yes
LP002301,Female,No,0,Graduate,Yes,"7,441",-,194,360,1,Rural,No
LP002305,Female,No,0,Graduate,No,"4,547",-,115,360,1,Semiurban,Yes
LP002308,Male,Yes,0,Not Graduate,No,"2,167","2,400",115,360,1,Urban,Yes
LP002314,Female,No,0,Not Graduate,No,"2,213",-,66,360,1,Rural,Yes
LP002315,Male,Yes,1,Graduate,No,"8,300",-,152,300,0,Semiurban,No
LP002317,Male,Yes,3,Graduate,No,"81,000",-,360,360,0,Rural,No
LP002318,Female,No,1,Not Graduate,Yes,"3,867",-,62,360,1,Semiurban,No
LP002319,Male,Yes,0,Graduate,Unknown,"6,256",-,160,360,Unknown,Urban,Yes
LP002328,Male,Yes,0,Not Graduate,No,"6,096",-,218,360,0,Rural,No
LP002332,Male,Yes,0,Not Graduate,No,"2,253","2,033",110,360,1,Rural,Yes
LP002335,Female,Yes,0,Not Graduate,No,"2,149","3,237",178,360,0,Semiurban,No
LP002337,Female,No,0,Graduate,No,"2,995",-,60,360,1,Urban,Yes
LP002341,Female,No,1,Graduate,No,"2,600",-,160,360,1,Urban,No
LP002342,Male,Yes,2,Graduate,Yes,"1,600","20,000",239,360,1,Urban,No
LP002345,Male,Yes,0,Graduate,No,"1,025","2,773",112,360,1,Rural,Yes
LP002347,Male,Yes,0,Graduate,No,"3,246","1,417",138,360,1,Semiurban,Yes
LP002348,Male,Yes,0,Graduate,No,"5,829",-,138,360,1,Rural,Yes
LP002357,Female,No,0,Not Graduate,No,"2,720",-,80,-,0,Urban,No
LP002361,Male,Yes,0,Graduate,No,"1,820","1,719",100,360,1,Urban,Yes
LP002362,Male,Yes,1,Graduate,No,"7,250","1,667",110,-,0,Urban,No
LP002364,Male,Yes,0,Graduate,No,"14,880",-,96,360,1,Semiurban,Yes
LP002366,Male,Yes,0,Graduate,No,"2,666","4,300",121,360,1,Rural,Yes
LP002367,Female,No,1,Not Graduate,No,"4,606",-,81,360,1,Rural,No
LP002368,Male,Yes,2,Graduate,No,"5,935",-,133,360,1,Semiurban,Yes
LP002369,Male,Yes,0,Graduate,No,"2,920",16,87,360,1,Rural,Yes
LP002370,Male,No,0,Not Graduate,No,"2,717",-,60,180,1,Urban,Yes
LP002377,Female,No,1,Graduate,Yes,"8,624",-,150,360,1,Semiurban,Yes
LP002379,Male,No,0,Graduate,No,"6,500",-,105,360,0,Rural,No
LP002386,Male,No,0,Graduate,Unknown,"12,876",-,405,360,1,Semiurban,Yes
LP002387,Male,Yes,0,Graduate,No,"2,425","2,340",143,360,1,Semiurban,Yes
LP002390,Male,No,0,Graduate,No,"3,750",-,100,360,1,Urban,Yes
LP002393,Female,Unknown,Unknown,Graduate,No,"10,047",-,-,240,1,Semiurban,Yes
LP002398,Male,No,0,Graduate,No,"1,926","1,851",50,360,1,Semiurban,Yes
LP002401,Male,Yes,0,Graduate,No,"2,213","1,125",-,360,1,Urban,Yes
LP002403,Male,No,0,Graduate,Yes,"10,416",-,187,360,0,Urban,No
LP002407,Female,Yes,0,Not Graduate,Yes,"7,142",-,138,360,1,Rural,Yes
LP002408,Male,No,0,Graduate,No,"3,660","5,064",187,360,1,Semiurban,Yes
LP002409,Male,Yes,0,Graduate,No,"7,901","1,833",180,360,1,Rural,Yes
LP002418,Male,No,3,Not Graduate,No,"4,707","1,993",148,360,1,Semiurban,Yes
LP002422,Male,No,1,Graduate,No,"37,719",-,152,360,1,Semiurban,Yes
LP002424,Male,Yes,0,Graduate,No,"7,333","8,333",175,300,Unknown,Rural,Yes
LP002429,Male,Yes,1,Graduate,Yes,"3,466","1,210",130,360,1,Rural,Yes
LP002434,Male,Yes,2,Not Graduate,No,"4,652",-,110,360,1,Rural,Yes
LP002435,Male,Yes,0,Graduate,Unknown,"3,539","1,376",55,360,1,Rural,No
LP002443,Male,Yes,2,Graduate,No,"3,340","1,710",150,360,0,Rural,No
LP002444,Male,No,1,Not Graduate,Yes,"2,769","1,542",190,360,Unknown,Semiurban,No
LP002446,Male,Yes,2,Not Graduate,No,"2,309","1,255",125,360,0,Rural,No
LP002447,Male,Yes,2,Not Graduate,No,"1,958","1,456",60,300,Unknown,Urban,Yes
LP002448,Male,Yes,0,Graduate,No,"3,948","1,733",149,360,0,Rural,No
LP002449,Male,Yes,0,Graduate,No,"2,483","2,466",90,180,0,Rural,Yes
LP002453,Male,No,0,Graduate,Yes,"7,085",-,84,360,1,Semiurban,Yes
LP002455,Male,Yes,2,Graduate,No,"3,859",-,96,360,1,Semiurban,Yes
LP002459,Male,Yes,0,Graduate,No,"4,301",-,118,360,1,Urban,Yes
LP002467,Male,Yes,0,Graduate,No,"3,708","2,569",173,360,1,Urban,No
LP002472,Male,No,2,Graduate,No,"4,354",-,136,360,1,Rural,Yes
LP002473,Male,Yes,0,Graduate,No,"8,334",-,160,360,1,Semiurban,No
LP002478,Unknown,Yes,0,Graduate,Yes,"2,083","4,083",160,360,Unknown,Semiurban,Yes
LP002484,Male,Yes,3,Graduate,No,"7,740",-,128,180,1,Urban,Yes
LP002487,Male,Yes,0,Graduate,No,"3,015","2,188",153,360,1,Rural,Yes
LP002489,Female,No,1,Not Graduate,Unknown,"5,191",-,132,360,1,Semiurban,Yes
LP002493,Male,No,0,Graduate,No,"4,166",-,98,360,0,Semiurban,No
LP002494,Male,No,0,Graduate,No,"6,000",-,140,360,1,Rural,Yes
LP002500,Male,Yes,3,Not Graduate,No,"2,947","1,664",70,180,0,Urban,No
LP002501,Unknown,Yes,0,Graduate,No,"16,692",-,110,360,1,Semiurban,Yes
LP002502,Female,Yes,2,Not Graduate,Unknown,210,"2,917",98,360,1,Semiurban,Yes
LP002505,Male,Yes,0,Graduate,No,"4,333","2,451",110,360,1,Urban,No
LP002515,Male,Yes,1,Graduate,Yes,"3,450","2,079",162,360,1,Semiurban,Yes
LP002517,Male,Yes,1,Not Graduate,No,"2,653","1,500",113,180,0,Rural,No
LP002519,Male,Yes,3,Graduate,No,"4,691",-,100,360,1,Semiurban,Yes
LP002522,Female,No,0,Graduate,Yes,"2,500",-,93,360,Unknown,Urban,Yes
LP002524,Male,No,2,Graduate,No,"5,532","4,648",162,360,1,Rural,Yes
LP002527,Male,Yes,2,Graduate,Yes,"16,525","1,014",150,360,1,Rural,Yes
LP002529,Male,Yes,2,Graduate,No,"6,700","1,750",230,300,1,Semiurban,Yes
LP002530,Unknown,Yes,2,Graduate,No,"2,873","1,872",132,360,0,Semiurban,No
LP002531,Male,Yes,1,Graduate,Yes,"16,667","2,250",86,360,1,Semiurban,Yes
LP002533,Male,Yes,2,Graduate,No,"2,947","1,603",-,360,1,Urban,No
LP002534,Female,No,0,Not Graduate,No,"4,350",-,154,360,1,Rural,Yes
LP002536,Male,Yes,3,Not Graduate,No,"3,095",-,113,360,1,Rural,Yes
LP002537,Male,Yes,0,Graduate,No,"2,083","3,150",128,360,1,Semiurban,Yes
LP002541,Male,Yes,0,Graduate,No,"10,833",-,234,360,1,Semiurban,Yes
LP002543,Male,Yes,2,Graduate,No,"8,333",-,246,360,1,Semiurban,Yes
LP002544,Male,Yes,1,Not Graduate,No,"1,958","2,436",131,360,1,Rural,Yes
LP002545,Male,No,2,Graduate,No,"3,547",-,80,360,0,Rural,No
LP002547,Male,Yes,1,Graduate,No,"18,333",-,500,360,1,Urban,No
LP002555,Male,Yes,2,Graduate,Yes,"4,583","2,083",160,360,1,Semiurban,Yes
LP002556,Male,No,0,Graduate,No,"2,435",-,75,360,1,Urban,No
LP002560,Male,No,0,Not Graduate,No,"2,699","2,785",96,360,Unknown,Semiurban,Yes
LP002562,Male,Yes,1,Not Graduate,No,"5,333","1,131",186,360,Unknown,Urban,Yes
LP002571,Male,No,0,Not Graduate,No,"3,691",-,110,360,1,Rural,Yes
LP002582,Female,No,0,Not Graduate,Yes,"17,263",-,225,360,1,Semiurban,Yes
LP002585,Male,Yes,0,Graduate,No,"3,597","2,157",119,360,0,Rural,No
LP002586,Female,Yes,1,Graduate,No,"3,326",913,105,84,1,Semiurban,Yes
LP002587,Male,Yes,0,Not Graduate,No,"2,600","1,700",107,360,1,Rural,Yes
LP002588,Male,Yes,0,Graduate,No,"4,625","2,857",111,12,Unknown,Urban,Yes
LP002600,Male,Yes,1,Graduate,Yes,"2,895",-,95,360,1,Semiurban,Yes
LP002602,Male,No,0,Graduate,No,"6,283","4,416",209,360,0,Rural,No
LP002603,Female,No,0,Graduate,No,645,"3,683",113,480,1,Rural,Yes
LP002606,Female,No,0,Graduate,No,"3,159",-,100,360,1,Semiurban,Yes
LP002615,Male,Yes,2,Graduate,No,"4,865","5,624",208,360,1,Semiurban,Yes
LP002618,Male,Yes,1,Not Graduate,No,"4,050","5,302",138,360,Unknown,Rural,No
LP002619,Male,Yes,0,Not Graduate,No,"3,814","1,483",124,300,1,Semiurban,Yes
LP002622,Male,Yes,2,Graduate,No,"3,510","4,416",243,360,1,Rural,Yes
LP002624,Male,Yes,0,Graduate,No,"20,833","6,667",480,360,Unknown,Urban,Yes
LP002625,Unknown,No,0,Graduate,No,"3,583",-,96,360,1,Urban,No
LP002626,Male,Yes,0,Graduate,Yes,"2,479","3,013",188,360,1,Urban,Yes
LP002634,Female,No,1,Graduate,No,"13,262",-,40,360,1,Urban,Yes
LP002637,Male,No,0,Not Graduate,No,"3,598","1,287",100,360,1,Rural,No
LP002640,Male,Yes,1,Graduate,No,"6,065","2,004",250,360,1,Semiurban,Yes
LP002643,Male,Yes,2,Graduate,No,"3,283","2,035",148,360,1,Urban,Yes
LP002648,Male,Yes,0,Graduate,No,"2,130","6,666",70,180,1,Semiurban,No
LP002652,Male,No,0,Graduate,No,"5,815","3,666",311,360,1,Rural,No
LP002659,Male,Yes,3,Graduate,No,"3,466","3,428",150,360,1,Rural,Yes
LP002670,Female,Yes,2,Graduate,No,"2,031","1,632",113,480,1,Semiurban,Yes
LP002682,Male,Yes,Unknown,Not Graduate,No,"3,074","1,800",123,360,0,Semiurban,No
LP002683,Male,No,0,Graduate,No,"4,683","1,915",185,360,1,Semiurban,No
LP002684,Female,No,0,Not Graduate,No,"3,400",-,95,360,1,Rural,No
LP002689,Male,Yes,2,Not Graduate,No,"2,192","1,742",45,360,1,Semiurban,Yes
LP002690,Male,No,0,Graduate,No,"2,500",-,55,360,1,Semiurban,Yes
LP002692,Male,Yes,3,Graduate,Yes,"5,677","1,424",100,360,1,Rural,Yes
LP002693,Male,Yes,2,Graduate,Yes,"7,948","7,166",480,360,1,Rural,Yes
LP002697,Male,No,0,Graduate,No,"4,680","2,087",-,360,1,Semiurban,No
LP002699,Male,Yes,2,Graduate,Yes,"17,500",-,400,360,1,Rural,Yes
LP002705,Male,Yes,0,Graduate,No,"3,775",-,110,360,1,Semiurban,Yes
LP002706,Male,Yes,1,Not Graduate,No,"5,285","1,430",161,360,0,Semiurban,Yes
LP002714,Male,No,1,Not Graduate,No,"2,679","1,302",94,360,1,Semiurban,Yes
LP002716,Male,No,0,Not Graduate,No,"6,783",-,130,360,1,Semiurban,Yes
LP002717,Male,Yes,0,Graduate,No,"1,025","5,500",216,360,Unknown,Rural,Yes
LP002720,Male,Yes,3,Graduate,No,"4,281",-,100,360,1,Urban,Yes
LP002723,Male,No,2,Graduate,No,"3,588",-,110,360,0,Rural,No
LP002729,Male,No,1,Graduate,No,"11,250",-,196,360,Unknown,Semiurban,No
LP002731,Female,No,0,Not Graduate,Yes,"18,165",-,125,360,1,Urban,Yes
LP002732,Male,No,0,Not Graduate,Unknown,"2,550","2,042",126,360,1,Rural,Yes
LP002734,Male,Yes,0,Graduate,No,"6,133","3,906",324,360,1,Urban,Yes
LP002738,Male,No,2,Graduate,No,"3,617",-,107,360,1,Semiurban,Yes
LP002739,Male,Yes,0,Not Graduate,No,"2,917",536,66,360,1,Rural,No
LP002740,Male,Yes,3,Graduate,No,"6,417",-,157,180,1,Rural,Yes
LP002741,Female,Yes,1,Graduate,No,"4,608","2,845",140,180,1,Semiurban,Yes
LP002743,Female,No,0,Graduate,No,"2,138",-,99,360,0,Semiurban,No
LP002753,Female,No,1,Graduate,Unknown,"3,652",-,95,360,1,Semiurban,Yes
LP002755,Male,Yes,1,Not Graduate,No,"2,239","2,524",128,360,1,Urban,Yes
LP002757,Female,Yes,0,Not Graduate,No,"3,017",663,102,360,Unknown,Semiurban,Yes
LP002767,Male,Yes,0,Graduate,No,"2,768","1,950",155,360,1,Rural,Yes
LP002768,Male,No,0,Not Graduate,No,"3,358",-,80,36,1,Semiurban,No
LP002772,Male,No,0,Graduate,No,"2,526","1,783",145,360,1,Rural,Yes
LP002776,Female,No,0,Graduate,No,"5,000",-,103,360,0,Semiurban,No
LP002777,Male,Yes,0,Graduate,No,"2,785","2,016",110,360,1,Rural,Yes
LP002778,Male,Yes,2,Graduate,Yes,"6,633",-,-,360,0,Rural,No
LP002784,Male,Yes,1,Not Graduate,No,"2,492","2,375",-,360,1,Rural,Yes
LP002785,Male,Yes,1,Graduate,No,"3,333","3,250",158,360,1,Urban,Yes
LP002788,Male,Yes,0,Not Graduate,No,"2,454","2,333",181,360,0,Urban,No
LP002789,Male,Yes,0,Graduate,No,"3,593","4,266",132,180,0,Rural,No
LP002792,Male,Yes,1,Graduate,No,"5,468","1,032",26,360,1,Semiurban,Yes
LP002794,Female,No,0,Graduate,No,"2,667","1,625",84,360,Unknown,Urban,Yes
LP002795,Male,Yes,3,Graduate,Yes,"10,139",-,260,360,1,Semiurban,Yes
LP002798,Male,Yes,0,Graduate,No,"3,887","2,669",162,360,1,Semiurban,Yes
LP002804,Female,Yes,0,Graduate,No,"4,180","2,306",182,360,1,Semiurban,Yes
LP002807,Male,Yes,2,Not Graduate,No,"3,675",242,108,360,1,Semiurban,Yes
LP002813,Female,Yes,1,Graduate,Yes,"19,484",-,600,360,1,Semiurban,Yes
LP002820,Male,Yes,0,Graduate,No,"5,923","2,054",211,360,1,Rural,Yes
LP002821,Male,No,0,Not Graduate,Yes,"5,800",-,132,360,1,Semiurban,Yes
LP002832,Male,Yes,2,Graduate,No,"8,799",-,258,360,0,Urban,No
LP002833,Male,Yes,0,Not Graduate,No,"4,467",-,120,360,Unknown,Rural,Yes
LP002836,Male,No,0,Graduate,No,"3,333",-,70,360,1,Urban,Yes
LP002837,Male,Yes,3,Graduate,No,"3,400","2,500",123,360,0,Rural,No
LP002840,Female,No,0,Graduate,No,"2,378",-,9,360,1,Urban,No
LP002841,Male,Yes,0,Graduate,No,"3,166","2,064",104,360,0,Urban,No
LP002842,Male,Yes,1,Graduate,No,"3,417","1,750",186,360,1,Urban,Yes
LP002847,Male,Yes,Unknown,Graduate,No,"5,116","1,451",165,360,0,Urban,No
LP002855,Male,Yes,2,Graduate,No,"16,666",-,275,360,1,Urban,Yes
LP002862,Male,Yes,2,Not Graduate,No,"6,125","1,625",187,480,1,Semiurban,No
LP002863,Male,Yes,3,Graduate,No,"6,406",-,150,360,1,Semiurban,No
LP002868,Male,Yes,2,Graduate,No,"3,159",461,108,84,1,Urban,Yes
LP002872,Unknown,Yes,0,Graduate,No,"3,087","2,210",136,360,0,Semiurban,No
LP002874,Male,No,0,Graduate,No,"3,229","2,739",110,360,1,Urban,Yes
LP002877,Male,Yes,1,Graduate,No,"1,782","2,232",107,360,1,Rural,Yes
LP002888,Male,No,0,Graduate,Unknown,"3,182","2,917",161,360,1,Urban,Yes
LP002892,Male,Yes,2,Graduate,No,"6,540",-,205,360,1,Semiurban,Yes
LP002893,Male,No,0,Graduate,No,"1,836","33,837",90,360,1,Urban,No
LP002894,Female,Yes,0,Graduate,No,"3,166",-,36,360,1,Semiurban,Yes
LP002898,Male,Yes,1,Graduate,No,"1,880",-,61,360,Unknown,Rural,No
LP002911,Male,Yes,1,Graduate,No,"2,787","1,917",146,360,0,Rural,No
LP002912,Male,Yes,1,Graduate,No,"4,283","3,000",172,84,1,Rural,No
LP002916,Male,Yes,0,Graduate,No,"2,297","1,522",104,360,1,Urban,Yes
LP002917,Female,No,0,Not Graduate,No,"2,165",-,70,360,1,Semiurban,Yes
LP002925,Unknown,No,0,Graduate,No,"4,750",-,94,360,1,Semiurban,Yes
LP002926,Male,Yes,2,Graduate,Yes,"2,726",-,106,360,0,Semiurban,No
LP002928,Male,Yes,0,Graduate,No,"3,000","3,416",56,180,1,Semiurban,Yes
LP002931,Male,Yes,2,Graduate,Yes,"6,000",-,205,240,1,Semiurban,No
LP002933,Unknown,No,3,Graduate,Yes,"9,357",-,292,360,1,Semiurban,Yes
LP002936,Male,Yes,0,Graduate,No,"3,859","3,300",142,180,1,Rural,Yes
LP002938,Male,Yes,0,Graduate,Yes,"16,120",-,260,360,1,Urban,Yes
LP002940,Male,No,0,Not Graduate,No,"3,833",-,110,360,1,Rural,Yes
LP002941,Male,Yes,2,Not Graduate,Yes,"6,383","1,000",187,360,1,Rural,No
LP002943,Male,No,Unknown,Graduate,No,"2,987",-,88,360,0,Semiurban,No
LP002945,Male,Yes,0,Graduate,Yes,"9,963",-,180,360,1,Rural,Yes
LP002948,Male,Yes,2,Graduate,No,"5,780",-,192,360,1,Urban,Yes
LP002949,Female,No,3,Graduate,Unknown,416,"41,667",350,180,Unknown,Urban,No
LP002950,Male,Yes,0,Not Graduate,Unknown,"2,894","2,792",155,360,1,Rural,Yes
LP002953,Male,Yes,3,Graduate,No,"5,703",-,128,360,1,Urban,Yes
LP002958,Male,No,0,Graduate,No,"3,676","4,301",172,360,1,Rural,Yes
LP002959,Female,Yes,1,Graduate,No,"12,000",-,496,360,1,Semiurban,Yes
LP002960,Male,Yes,0,Not Graduate,No,"2,400","3,800",-,180,1,Urban,No
LP002961,Male,Yes,1,Graduate,No,"3,400","2,500",173,360,1,Semiurban,Yes
LP002964,Male,Yes,2,Not Graduate,No,"3,987","1,411",157,360,1,Rural,Yes
LP002974,Male,Yes,0,Graduate,No,"3,232","1,950",108,360,1,Rural,Yes
LP002978,Female,No,0,Graduate,No,"2,900",-,71,360,1,Rural,Yes
LP002979,Male,Yes,3,Graduate,No,"4,106",-,40,180,1,Rural,Yes
LP002983,Male,Yes,1,Graduate,No,"8,072",240,253,360,1,Urban,Yes
LP002984,Male,Yes,2,Graduate,No,"7,583",-,187,360,1,Urban,Yes
LP002990,Female,No,0,Graduate,Yes,"4,583",-,133,360,0,Semiurban,No
